filename,filepath,original_width,original_height,original_aspect,channels,norm_width,norm_height,color_mean_R,color_std_R,color_mean_G,color_std_G,color_mean_B,color_std_B,color_mean_hsv_H,color_mean_hsv_S,color_mean_hsv_V,glcm_contrast_d1_a0,glcm_contrast_d1_a45,glcm_contrast_d1_a90,glcm_contrast_d1_a135,glcm_contrast_d3_a0,glcm_contrast_d3_a45,glcm_contrast_d3_a90,glcm_contrast_d3_a135,glcm_dissimilarity_d1_a0,glcm_dissimilarity_d1_a45,glcm_dissimilarity_d1_a90,glcm_dissimilarity_d1_a135,glcm_dissimilarity_d3_a0,glcm_dissimilarity_d3_a45,glcm_dissimilarity_d3_a90,glcm_dissimilarity_d3_a135,glcm_homogeneity_d1_a0,glcm_homogeneity_d1_a45,glcm_homogeneity_d1_a90,glcm_homogeneity_d1_a135,glcm_homogeneity_d3_a0,glcm_homogeneity_d3_a45,glcm_homogeneity_d3_a90,glcm_homogeneity_d3_a135,glcm_energy_d1_a0,glcm_energy_d1_a45,glcm_energy_d1_a90,glcm_energy_d1_a135,glcm_energy_d3_a0,glcm_energy_d3_a45,glcm_energy_d3_a90,glcm_energy_d3_a135,glcm_correlation_d1_a0,glcm_correlation_d1_a45,glcm_correlation_d1_a90,glcm_correlation_d1_a135,glcm_correlation_d3_a0,glcm_correlation_d3_a45,glcm_correlation_d3_a90,glcm_correlation_d3_a135,glcm_ASM_d1_a0,glcm_ASM_d1_a45,glcm_ASM_d1_a90,glcm_ASM_d1_a135,glcm_ASM_d3_a0,glcm_ASM_d3_a45,glcm_ASM_d3_a90,glcm_ASM_d3_a135,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std,hog_mean,hog_std,hog_max,hog_energy,hog_vector_length,sift_num_keypoints,sift_mean_response,sift_std_response,sift_mean_size,sift_mean_angle,sift_descriptor_mean,sift_descriptor_std,surf_method,surf_num_keypoints,surf_descriptor_mean,surf_descriptor_std,surf_mean_response,surf_mean_size,status
0010_image10399.jpg,c:\Users\ADMIN\Pictures\btl\0010_image10399.jpg,224,224,1.0,3,224,224,172.19165,46.616779,162.943298,47.939098,148.278717,49.851299,21.797073,39.843533,172.516266,14.837724,30.904181,20.505786,30.594361,50.092518,64.987927,68.791027,65.315214,1.961003,3.17352,2.411375,3.16606,3.921622,4.756412,4.675198,4.779827,0.562679,0.417915,0.502225,0.409119,0.389351,0.328402,0.366771,0.320406,0.080926,0.06246,0.072537,0.061582,0.059359,0.053062,0.056292,0.052101,0.947216,0.890121,0.927044,0.891221,0.82207,0.769244,0.75545,0.768071,0.006549,0.003901,0.005262,0.003792,0.003524,0.002816,0.003169,0.002715,43.253592,20.29691,3.605627,1.028217,0.412109,0.078122,0.06229,0.009262,0.846305,0.072059,0.003966,0.00123,0.115672,0.119991,0.67585,729.0,26244,369,0.058146,0.009968,5.330524,190.74464,25.778328,37.195057,ORB_fallback,418,138.201187,73.98896,0.00041,45.746397,success
0011_image0472.jpg,c:\Users\ADMIN\Pictures\btl\0011_image0472.jpg,224,224,1.0,3,224,224,144.718369,59.206875,118.520447,67.265877,99.498901,65.031166,18.283642,100.740753,145.061737,26.267657,43.658489,23.372438,47.86344,66.567166,84.417823,74.999515,89.063814,2.566023,3.793018,2.477819,3.952322,4.492788,5.350702,4.664916,5.491701,0.505623,0.38495,0.508278,0.385435,0.350889,0.308968,0.370897,0.30842,0.056724,0.045129,0.0572,0.044918,0.042429,0.038739,0.043632,0.038344,0.94894,0.91502,0.954509,0.906838,0.8708,0.835421,0.853482,0.826388,0.003218,0.002037,0.003272,0.002018,0.0018,0.001501,0.001904,0.00147,57.026293,23.801511,4.098661,1.065076,0.390433,0.072903,0.045889,0.006819,0.888925,0.046453,0.002152,0.000661,0.117569,0.118132,0.679721,729.0,26244,330,0.07243,0.009376,6.337735,204.466787,24.96295,37.749878,ORB_fallback,378,132.994293,73.584816,0.000522,43.077561,success
0012_image0768.jpg,c:\Users\ADMIN\Pictures\btl\0012_image0768.jpg,224,224,1.0,3,224,224,177.912704,71.523148,167.033936,70.586288,151.464127,76.671394,22.047832,56.624222,178.807434,32.133548,70.355607,47.048727,71.825374,109.896938,138.813022,114.624273,143.499939,2.566844,4.190834,3.198511,4.213397,5.157159,6.127486,5.389787,6.214167,0.549478,0.460796,0.523977,0.461375,0.417677,0.392121,0.426828,0.395983,0.096991,0.088855,0.099673,0.089459,0.077738,0.077755,0.085216,0.079308,0.949166,0.888435,0.925275,0.886103,0.826743,0.779691,0.81706,0.772249,0.009407,0.007895,0.009935,0.008003,0.006043,0.006046,0.007262,0.00629,91.024678,38.968505,4.632273,1.23892,0.453529,0.054042,0.086874,0.007932,0.85559,0.061893,0.00761,0.001398,0.118956,0.116736,0.695888,729.0,26244,372,0.081543,0.007846,2.893115,173.376162,25.729944,37.228905,ORB_fallback,375,143.512161,73.93898,0.001016,43.459894,success
0013_image10338.jpg,c:\Users\ADMIN\Pictures\btl\0013_image10338.jpg,224,224,1.0,3,224,224,184.813217,67.747375,192.838043,54.144672,217.699356,46.403774,68.23204,50.521942,223.936127,17.806074,29.304028,14.997458,31.244847,50.639989,59.808944,41.644453,62.334794,1.471673,2.169479,1.289698,2.231434,2.760221,3.270189,2.492788,3.349038,0.719589,0.639059,0.749957,0.639209,0.628749,0.579317,0.658094,0.582498,0.185019,0.173906,0.190954,0.174583,0.168496,0.162802,0.171997,0.16364,0.950984,0.919346,0.958737,0.914005,0.860411,0.835234,0.885409,0.828283,0.034232,0.030243,0.036464,0.030479,0.028391,0.026505,0.029583,0.026778,38.472573,16.945651,2.379315,0.704358,0.649559,0.056056,0.173925,0.009194,0.894051,0.04671,0.030334,0.003249,0.096719,0.135592,1.0,728.0,26244,156,0.048676,0.01221,8.561862,246.895227,23.228565,38.834614,ORB_fallback,97,144.490662,76.60215,0.000203,40.88564,success
0014_image10215.jpg,c:\Users\ADMIN\Pictures\btl\0014_image10215.jpg,224,224,1.0,3,224,224,191.100647,48.323921,168.4617,51.479816,144.077408,56.46505,16.964226,68.35836,191.231689,26.476778,55.551851,31.841968,51.401496,74.226265,104.367543,80.556904,102.596827,2.866031,4.315027,2.776145,4.236019,5.098073,6.236223,4.779755,6.198482,0.451425,0.35435,0.509497,0.355233,0.320328,0.2841,0.398189,0.28121,0.062042,0.052294,0.07445,0.052754,0.049213,0.045501,0.058619,0.045952,0.915831,0.823324,0.898629,0.836536,0.76442,0.667946,0.742919,0.673684,0.003849,0.002735,0.005543,0.002783,0.002422,0.00207,0.003436,0.002112,65.877454,27.708273,4.56322,1.227229,0.369292,0.075061,0.055103,0.009075,0.790411,0.08818,0.003119,0.001082,0.118298,0.117403,0.665948,729.0,26244,461,0.064441,0.008933,4.209646,189.207201,26.637592,36.583668,ORB_fallback,419,133.776321,74.571846,0.000693,45.821317,success
0015_image10307.jpg,c:\Users\ADMIN\Pictures\btl\0015_image10307.jpg,224,224,1.0,3,224,224,192.513458,40.827477,157.418045,57.047146,140.780853,62.739815,19.571548,77.521065,192.685043,26.421104,42.825193,20.32297,37.393814,76.762161,69.948361,47.443237,69.674316,2.465627,3.35048,1.981642,3.123791,4.626333,4.46021,3.290482,4.473886,0.552024,0.481278,0.636187,0.483002,0.424291,0.409899,0.51179,0.409477,0.087373,0.076464,0.100489,0.076092,0.068414,0.066388,0.080798,0.066203,0.918393,0.867722,0.937202,0.884496,0.76327,0.784091,0.853363,0.784924,0.007634,0.005847,0.010098,0.00579,0.00468,0.004407,0.006528,0.004383,48.848894,19.825016,3.471556,0.916224,0.488494,0.073329,0.077778,0.011028,0.849183,0.061128,0.006171,0.001819,0.10822,0.126753,0.735413,729.0,26244,230,0.063627,0.012868,4.983231,166.447781,25.095108,37.654961,ORB_fallback,369,143.022781,73.756508,0.000851,42.128361,success
0016_image0893.jpg,c:\Users\ADMIN\Pictures\btl\0016_image0893.jpg,224,224,1.0,3,224,224,162.381638,58.160122,152.073959,58.576912,137.014969,55.504963,36.430225,45.144073,163.687622,31.444086,43.272115,15.018017,44.042993,117.63308,100.181479,46.362092,101.123001,2.108044,2.959541,1.668642,2.986266,4.752222,4.680586,3.179036,4.699781,0.629906,0.501516,0.61395,0.505015,0.459879,0.414114,0.486431,0.425301,0.089709,0.071401,0.085087,0.072884,0.064548,0.060164,0.068935,0.062777,0.924624,0.896589,0.963981,0.894746,0.720089,0.762183,0.889448,0.759937,0.008048,0.005098,0.00724,0.005312,0.004166,0.00362,0.004752,0.003941,62.384608,35.60371,3.379265,1.131103,0.504514,0.074561,0.071938,0.009849,0.85145,0.084389,0.005272,0.001483,0.109755,0.125426,0.697036,729.0,26244,218,0.070075,0.009541,7.388594,152.8413,23.773939,38.503502,ORB_fallback,385,132.753738,74.199402,0.000822,43.690162,success
0017_image0913.jpg,c:\Users\ADMIN\Pictures\btl\0017_image0913.jpg,224,224,1.0,3,224,224,213.297989,57.392509,203.328049,55.158501,181.350845,50.983562,21.675323,38.171535,213.34758,11.058316,22.568883,12.678752,17.78779,42.644413,51.399663,49.36591,39.5517,1.570488,2.176115,1.665459,2.082869,2.966447,3.150333,3.159825,2.959459,0.554359,0.485278,0.549968,0.479523,0.415935,0.418581,0.424114,0.411159,0.121532,0.109254,0.121951,0.108226,0.09682,0.097332,0.098695,0.096405,0.971082,0.94118,0.966834,0.953641,0.889307,0.866986,0.871739,0.897648,0.01477,0.011936,0.014872,0.011713,0.009374,0.009473,0.009741,0.009294,30.881928,15.576627,2.466374,0.624228,0.467365,0.055806,0.106277,0.010096,0.919802,0.040256,0.011397,0.002202,0.14346,0.084834,0.616769,729.0,26244,142,0.061031,0.015729,5.781237,149.6939,24.59199,37.995411,ORB_fallback,401,139.776581,73.581024,0.000768,46.290777,success
0018_image0504.jpg,c:\Users\ADMIN\Pictures\btl\0018_image0504.jpg,224,224,1.0,3,224,224,129.840805,74.079132,132.725021,75.040497,133.625443,76.969299,60.956512,16.218012,135.523514,25.297446,42.662028,21.403487,44.695429,70.132535,87.890269,50.798865,87.804642,1.903387,2.986829,1.984845,3.060528,3.64514,4.488881,3.404351,4.50556,0.635192,0.518411,0.600529,0.515154,0.510349,0.45389,0.489029,0.452537,0.125496,0.11365,0.127048,0.112962,0.105579,0.102393,0.106574,0.102069,0.96377,0.938955,0.969457,0.936044,0.899328,0.874074,0.927635,0.874191,0.015749,0.012916,0.016141,0.01276,0.011147,0.010484,0.011358,0.010418,53.835588,24.143032,3.24744,0.922653,0.521886,0.060957,0.111971,0.009177,0.922932,0.034646,0.012622,0.002106,0.113191,0.122334,0.711288,729.0,26244,193,0.065803,0.015361,6.437101,159.065017,24.350307,38.137722,ORB_fallback,359,138.110809,74.364807,0.00049,42.037707,success
0019_image0690.jpg,c:\Users\ADMIN\Pictures\btl\0019_image0690.jpg,224,224,1.0,3,224,224,145.495956,67.178688,137.394196,70.880997,129.535873,73.891037,43.293667,42.509109,146.585144,14.100396,31.246556,17.350817,28.024855,48.254868,67.861192,53.345911,61.25978,1.342949,2.357457,1.535434,2.234913,2.831185,3.739084,3.147948,3.512844,0.719802,0.600433,0.696414,0.612806,0.579212,0.50643,0.554394,0.531059,0.094611,0.080638,0.094403,0.082558,0.07526,0.070163,0.076813,0.073045,0.976876,0.948758,0.971524,0.954042,0.920993,0.888795,0.912449,0.899623,0.008951,0.006502,0.008912,0.006816,0.005664,0.004923,0.0059,0.005336,40.180547,18.967148,2.587727,0.820737,0.600069,0.070562,0.080936,0.00865,0.934133,0.031074,0.006626,0.001445,0.099222,0.133913,0.730269,729.0,26244,171,0.053536,0.011437,5.561039,184.520625,22.673246,39.164127,ORB_fallback,350,138.171066,74.289917,0.000459,42.489738,success
0020_image0887.jpg,c:\Users\ADMIN\Pictures\btl\0020_image0887.jpg,224,224,1.0,3,224,224,174.014694,37.971569,151.972275,46.24794,126.694473,54.302692,19.573242,76.741447,174.189041,10.252122,15.883629,9.214266,16.916487,35.344376,32.846908,29.947035,35.972182,1.775424,2.213216,1.507187,2.377888,3.519594,3.286442,2.923602,3.573432,0.546777,0.487604,0.606118,0.463416,0.390839,0.399715,0.446337,0.374423,0.074698,0.067391,0.082463,0.063931,0.055331,0.057352,0.061217,0.053812,0.958006,0.934904,0.962272,0.930673,0.855019,0.865206,0.87726,0.85239,0.00558,0.004542,0.0068,0.004087,0.003062,0.003289,0.003747,0.002896,23.297126,10.638283,2.647098,0.743682,0.464404,0.075355,0.064524,0.009324,0.904466,0.043675,0.00425,0.001265,0.119011,0.11668,0.638781,729.0,26244,276,0.044537,0.008286,5.349331,166.873987,24.765936,37.869843,ORB_fallback,359,139.420532,74.305702,0.000109,42.462671,success
0021_image0749.jpg,c:\Users\ADMIN\Pictures\btl\0021_image0749.jpg,224,224,1.0,3,224,224,209.961609,49.645893,188.998825,59.652946,178.083862,64.260933,22.561863,47.72995,210.129822,13.275565,26.591446,17.165719,28.298297,47.313207,62.038572,59.469154,65.927725,1.398402,2.326007,1.704076,2.399083,2.837851,3.575095,3.342255,3.698279,0.694991,0.60443,0.684354,0.600044,0.583675,0.546429,0.585801,0.539954,0.196042,0.181616,0.198493,0.18071,0.17413,0.167873,0.173847,0.16547,0.966755,0.933571,0.957069,0.929306,0.881924,0.845613,0.852003,0.835931,0.038433,0.032984,0.0394,0.032656,0.030321,0.028181,0.030223,0.02738,40.009961,19.820428,2.660131,0.798246,0.60496,0.053509,0.179773,0.011361,0.900271,0.049234,0.032447,0.004151,0.101234,0.130368,1.0,715.0,26244,236,0.062564,0.010684,4.514603,193.718577,24.155489,38.269241,ORB_fallback,336,141.317154,74.563194,0.000364,41.436769,success
0022_image0733.jpg,c:\Users\ADMIN\Pictures\btl\0022_image0733.jpg,224,224,1.0,3,224,224,68.678314,89.529297,54.520668,72.859718,37.552555,51.882797,11.27824,64.661987,68.808952,8.453115,13.597136,5.811259,13.871825,33.648392,33.859062,23.804218,34.599627,0.704757,0.961049,0.472974,0.969615,1.570823,1.595244,1.104598,1.618456,0.834801,0.804645,0.883703,0.802966,0.770024,0.764985,0.812095,0.761113,0.603209,0.598995,0.60484,0.598892,0.592558,0.591262,0.595984,0.591032,0.987885,0.980549,0.991671,0.980156,0.951958,0.951747,0.966013,0.950692,0.363861,0.358794,0.365831,0.358672,0.351125,0.349591,0.355197,0.349319,20.955579,11.246502,1.124689,0.405674,0.804292,0.038541,0.597096,0.00496,0.970084,0.016013,0.356549,0.005928,0.061219,0.120116,1.0,477.0,26244,53,0.039975,0.020687,7.109943,238.433421,19.71138,40.746674,ORB_fallback,71,133.980194,75.729187,0.00019,38.32683,success
0023_image1001.jpg,c:\Users\ADMIN\Pictures\btl\0023_image1001.jpg,224,224,1.0,3,224,224,128.772385,68.855774,108.725365,63.943233,93.940712,58.457592,12.666394,77.636459,128.823059,24.610947,41.422329,22.720932,39.669066,58.781149,74.925452,65.971538,74.856627,2.348014,3.390436,2.326874,3.285226,4.067671,4.79888,4.246788,4.723724,0.55573,0.457377,0.563662,0.470582,0.414653,0.380984,0.449069,0.399628,0.093521,0.082092,0.097663,0.083218,0.0749,0.073143,0.08384,0.074573,0.952693,0.920298,0.956407,0.923674,0.886856,0.85544,0.873372,0.85559,0.008746,0.006739,0.009538,0.006925,0.00561,0.00535,0.007029,0.005561,50.369755,19.809376,3.648452,0.911706,0.461461,0.063321,0.082869,0.008373,0.903041,0.038237,0.006937,0.001426,0.115268,0.120379,0.812516,729.0,26244,271,0.066956,0.009559,5.018424,225.321612,26.164265,36.924351,ORB_fallback,321,138.033493,74.000168,0.000566,39.503265,success
