filename,status,original_width,original_height,original_aspect,channels,color_mean_R,color_mean_G,color_mean_B,color_std_R,color_std_G,color_std_B,color_mean_hsv_H,color_mean_hsv_S,color_mean_hsv_V,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std,hog_mean,hog_std,hog_max,hog_energy,hog_vector_length,sift_num_keypoints,sift_mean_response,sift_std_response,sift_mean_size,sift_mean_angle,sift_descriptor_mean,sift_descriptor_std,surf_method,surf_num_keypoints,surf_descriptor_mean,surf_descriptor_std,surf_mean_response,surf_mean_size
0013_image10338.jpg,success,224,224,1.0,3,184.813217,192.838043,217.699356,67.747375,54.144672,46.403774,68.23204,50.521942,223.936127,38.472573,16.945651,2.379315,0.704358,0.649559,0.056056,0.173925,0.009194,0.894051,0.04671,0.030334,0.003249,0.096719,0.135592,1.0,728.0,26244,156,0.048676,0.01221,8.561862,246.895227,23.228565,38.834614,ORB_fallback,97,144.490662,76.60215,0.000203,40.88564
0014_image10215.jpg,success,224,224,1.0,3,191.100647,168.4617,144.077408,48.323921,51.479816,56.46505,16.964226,68.35836,191.231689,65.877454,27.708273,4.56322,1.227229,0.369292,0.075061,0.055103,0.009075,0.790411,0.08818,0.003119,0.001082,0.118298,0.117403,0.665948,729.0,26244,461,0.064441,0.008933,4.209646,189.207201,26.637592,36.583668,ORB_fallback,419,133.776321,74.571846,0.000693,45.821317
0015_image10307.jpg,success,224,224,1.0,3,192.513458,157.418045,140.780853,40.827477,57.047146,62.739815,19.571548,77.521065,192.685043,48.848894,19.825016,3.471556,0.916224,0.488494,0.073329,0.077778,0.011028,0.849183,0.061128,0.006171,0.001819,0.10822,0.126753,0.735413,729.0,26244,230,0.063627,0.012868,4.983231,166.447781,25.095108,37.654961,ORB_fallback,369,143.022781,73.756508,0.000851,42.128361
0016_image0893.jpg,success,224,224,1.0,3,162.381638,152.073959,137.014969,58.160122,58.576912,55.504963,36.430225,45.144073,163.687622,62.384608,35.60371,3.379265,1.131103,0.504514,0.074561,0.071938,0.009849,0.85145,0.084389,0.005272,0.001483,0.109755,0.125426,0.697036,729.0,26244,218,0.070075,0.009541,7.388594,152.8413,23.773939,38.503502,ORB_fallback,385,132.753738,74.199402,0.000822,43.690162
0017_image0913.jpg,success,224,224,1.0,3,213.297989,203.328049,181.350845,57.392509,55.158501,50.983562,21.675323,38.171535,213.34758,30.881928,15.576627,2.466374,0.624228,0.467365,0.055806,0.106277,0.010096,0.919802,0.040256,0.011397,0.002202,0.14346,0.084834,0.616769,729.0,26244,142,0.061031,0.015729,5.781237,149.6939,24.59199,37.995411,ORB_fallback,401,139.776581,73.581024,0.000768,46.290777
0018_image0504.jpg,success,224,224,1.0,3,129.840805,132.725021,133.625443,74.079132,75.040497,76.969299,60.956512,16.218012,135.523514,53.835588,24.143032,3.24744,0.922653,0.521886,0.060957,0.111971,0.009177,0.922932,0.034646,0.012622,0.002106,0.113191,0.122334,0.711288,729.0,26244,193,0.065803,0.015361,6.437101,159.065017,24.350307,38.137722,ORB_fallback,359,138.110809,74.364807,0.00049,42.037707
0019_image0690.jpg,success,224,224,1.0,3,145.495956,137.394196,129.535873,67.178688,70.880997,73.891037,43.293667,42.509109,146.585144,40.180547,18.967148,2.587727,0.820737,0.600069,0.070562,0.080936,0.00865,0.934133,0.031074,0.006626,0.001445,0.099222,0.133913,0.730269,729.0,26244,171,0.053536,0.011437,5.561039,184.520625,22.673246,39.164127,ORB_fallback,350,138.171066,74.289917,0.000459,42.489738
0020_image0887.jpg,success,224,224,1.0,3,174.014694,151.972275,126.694473,37.971569,46.24794,54.302692,19.573242,76.741447,174.189041,23.297126,10.638283,2.647098,0.743682,0.464404,0.075355,0.064524,0.009324,0.904466,0.043675,0.00425,0.001265,0.119011,0.11668,0.638781,729.0,26244,276,0.044537,0.008286,5.349331,166.873987,24.765936,37.869843,ORB_fallback,359,139.420532,74.305702,0.000109,42.462671
0021_image0749.jpg,success,224,224,1.0,3,209.961609,188.998825,178.083862,49.645893,59.652946,64.260933,22.561863,47.72995,210.129822,40.009961,19.820428,2.660131,0.798246,0.60496,0.053509,0.179773,0.011361,0.900271,0.049234,0.032447,0.004151,0.101234,0.130368,1.0,715.0,26244,236,0.062564,0.010684,4.514603,193.718577,24.155489,38.269241,ORB_fallback,336,141.317154,74.563194,0.000364,41.436769
0022_image0733.jpg,success,224,224,1.0,3,68.678314,54.520668,37.552555,89.529297,72.859718,51.882797,11.27824,64.661987,68.808952,20.955579,11.246502,1.124689,0.405674,0.804292,0.038541,0.597096,0.00496,0.970084,0.016013,0.356549,0.005928,0.061219,0.120116,1.0,477.0,26244,53,0.039975,0.020687,7.109943,238.433421,19.71138,40.746674,ORB_fallback,71,133.980194,75.729187,0.00019,38.32683
0023_image1001.jpg,success,224,224,1.0,3,128.772385,108.725365,93.940712,68.855774,63.943233,58.457592,12.666394,77.636459,128.823059,50.369755,19.809376,3.648452,0.911706,0.461461,0.063321,0.082869,0.008373,0.903041,0.038237,0.006937,0.001426,0.115268,0.120379,0.812516,729.0,26244,271,0.066956,0.009559,5.018424,225.321612,26.164265,36.924351,ORB_fallback,321,138.033493,74.000168,0.000566,39.503265
0024_image1275.jpg,success,224,224,1.0,3,187.133118,182.307404,179.566452,46.006924,49.110077,50.694817,14.255799,13.095304,187.212173,12.532641,7.117572,1.492993,0.532337,0.641239,0.074872,0.143135,0.011013,0.956907,0.024539,0.020609,0.003185,0.106768,0.12753,1.0,726.0,26244,85,0.033287,0.01622,10.361131,182.399967,20.7216,40.236763,ORB_fallback,102,137.106003,74.170708,0.000142,37.239389
0025_image0134.jpg,success,224,224,1.0,3,171.759964,169.070038,161.302063,56.009464,56.695175,56.529968,40.959202,25.541214,173.509583,63.873795,28.243939,4.494925,1.169281,0.36771,0.064286,0.068308,0.009587,0.839341,0.070931,0.004758,0.00138,0.116808,0.118885,0.705924,729.0,26244,365,0.069909,0.010171,4.71803,171.477282,25.626307,37.301777,ORB_fallback,381,138.461288,74.68615,0.000692,43.069055
0026_image0695.jpg,success,224,224,1.0,3,146.835297,142.715942,131.663391,73.114822,72.711441,72.825371,23.050222,37.681461,147.378723,187.954701,110.672908,7.747057,2.810848,0.320352,0.053627,0.057931,0.005202,0.71447,0.168204,0.003383,0.000622,0.11062,0.124663,0.712458,729.0,26244,456,0.090934,0.006015,3.002549,175.04131,24.195055,38.245022,ORB_fallback,396,136.08783,74.522865,0.002258,44.002423
0027_image0864.jpg,success,224,224,1.0,3,104.058136,102.987526,94.702431,56.936703,58.020576,56.026573,34.198601,32.656368,105.517555,30.836293,16.287972,2.628436,0.84186,0.503486,0.082243,0.085613,0.013138,0.924736,0.039917,0.007502,0.002363,0.118854,0.11684,0.674922,729.0,26244,291,0.058026,0.012832,5.484985,201.619451,24.627739,37.967224,ORB_fallback,421,135.862305,74.076645,0.000487,45.860155
0028_image10355.jpg,success,224,224,1.0,3,109.037468,102.230988,92.425903,68.593155,73.41156,72.886444,24.131138,68.430206,111.23938,44.665412,19.829435,3.201787,0.915649,0.481606,0.080617,0.074102,0.009457,0.929845,0.03121,0.005581,0.001462,0.1139,0.121674,0.692081,729.0,26244,276,0.064134,0.012018,7.323483,187.572374,25.808876,37.169075,ORB_fallback,334,144.179733,74.343094,0.000989,40.185417
0029_image0590.jpg,success,224,224,1.0,3,223.897263,216.247986,205.668503,54.991364,62.755936,75.837234,11.102519,29.014231,224.048309,45.059252,24.940438,2.072833,0.71774,0.755037,0.026119,0.657274,0.004726,0.90359,0.053168,0.432031,0.006216,0.054412,0.114871,1.0,424.0,26244,268,0.063865,0.021664,8.687596,157.751587,25.644182,37.292019,ORB_fallback,417,134.795258,73.288246,0.000566,45.627955
0030_image0815.jpg,success,224,224,1.0,3,113.008034,107.788643,101.47702,63.737419,64.443069,60.96048,45.757214,35.820171,114.740852,21.003826,8.536858,2.599197,0.63226,0.453674,0.065646,0.065443,0.008076,0.95837,0.016982,0.004348,0.00109,0.127984,0.106761,0.564713,729.0,26244,262,0.041164,0.007713,5.719861,175.485213,25.977665,37.056286,ORB_fallback,297,141.408676,74.09433,0.000191,39.224049
0031_image0930.jpg,success,224,224,1.0,3,235.868011,234.624527,233.485886,54.570644,58.870232,61.275326,9.364676,9.768415,236.279373,39.842753,20.852137,1.368956,0.465046,0.883535,0.010853,0.810471,0.003329,0.904519,0.049722,0.656874,0.005398,0.033721,0.106767,1.0,329.0,26244,29,0.068109,0.023765,7.523143,210.279482,21.921066,39.595394,ORB_fallback,164,136.55278,73.348022,0.000754,36.810049
0032_image1027.jpg,success,224,224,1.0,3,173.335815,156.482285,135.153427,59.741493,59.105301,55.790852,16.809032,62.109653,173.339737,86.224608,43.390446,4.765791,1.791979,0.417108,0.094755,0.057188,0.010327,0.800483,0.100464,0.003377,0.0013,0.105091,0.129359,0.66868,729.0,26244,173,0.051675,0.013564,4.901264,187.383489,24.085171,38.310459,ORB_fallback,357,137.688904,74.745941,0.000384,42.482884
0033_image0745.jpg,success,224,224,1.0,3,236.549927,233.875198,232.268951,31.763258,34.717476,36.89061,4.589824,5.518236,236.616821,50.106989,31.27326,2.362942,0.834477,0.774073,0.027878,0.69594,0.008674,0.648905,0.21812,0.484407,0.012111,0.043877,0.12088,1.0,434.0,26244,82,0.056435,0.017301,3.627547,134.078848,24.945312,37.75359,ORB_fallback,382,126.645615,74.634827,0.000664,44.195946
0034_image0936.jpg,success,224,224,1.0,3,130.329346,106.36924,81.054787,54.912899,53.667461,47.709381,16.517279,103.096657,130.372864,40.659586,16.856331,3.486859,0.92653,0.408033,0.075912,0.055258,0.007458,0.881315,0.04948,0.003109,0.00086,0.117107,0.11859,0.631053,729.0,26244,248,0.052531,0.008984,6.86787,173.296763,25.163748,37.614399,ORB_fallback,410,137.810211,75.025833,0.000311,45.246764
0035_image10032.jpg,success,224,224,1.0,3,191.243301,184.106445,176.725739,44.525127,51.131977,56.862709,33.230946,26.519911,192.055023,24.453706,10.147069,2.717723,0.679746,0.454579,0.073763,0.074247,0.011655,0.920756,0.032742,0.005649,0.001853,0.120273,0.115378,0.613307,729.0,26244,208,0.037743,0.006375,4.718393,190.372934,25.220478,37.583096,ORB_fallback,378,147.545471,73.227257,8.7e-05,44.092803
0036_image10263.jpg,success,224,224,1.0,3,173.094589,163.192902,152.99205,59.320557,66.131233,70.814827,18.408342,41.719208,173.232925,21.887239,10.428732,1.93,0.604368,0.63469,0.072494,0.104955,0.010825,0.957772,0.020127,0.011133,0.002356,0.095835,0.136358,0.70705,729.0,26244,111,0.042254,0.01029,8.235348,159.524396,23.345791,38.764694,ORB_fallback,94,150.341415,72.948128,0.000154,39.115723
0037_image10184.jpg,success,224,224,1.0,3,185.956528,221.212448,253.452789,106.985298,54.609764,5.670775,37.945095,69.064217,253.643097,11.09012,6.336751,0.642258,0.239635,0.900243,0.021034,0.677491,0.003967,0.977939,0.012568,0.459009,0.005385,0.040689,0.115409,1.0,393.0,26244,28,0.040511,0.019739,10.466742,183.160399,19.22991,40.953884,ORB_fallback,53,141.912735,75.830315,0.000269,36.762024
0038_image0839.jpg,success,224,224,1.0,3,93.212868,90.483437,78.821831,62.127487,60.266701,54.283806,34.027981,57.018135,96.489677,13.579769,7.490083,1.545334,0.519948,0.651065,0.068577,0.094929,0.010225,0.969562,0.016882,0.009116,0.001977,0.107376,0.127469,0.730981,729.0,26244,136,0.047451,0.010284,7.004445,184.30826,23.421932,38.720951,ORB_fallback,138,145.885651,75.015564,0.000216,40.287365
0039_image10177.jpg,success,224,224,1.0,3,170.823059,162.9216,151.772934,42.530994,53.814846,60.703598,43.26947,48.524353,177.07103,42.748974,18.900301,3.586459,1.001343,0.444085,0.074447,0.074788,0.009735,0.861259,0.061194,0.005688,0.001532,0.114217,0.121377,0.780379,729.0,26244,391,0.050295,0.012223,4.038843,188.788633,26.443214,36.729088,ORB_fallback,364,136.227249,74.264328,0.000341,42.286744
0040_image1092.jpg,success,224,224,1.0,3,202.369675,195.551163,181.072662,20.661493,25.042221,30.198177,21.655493,28.528818,202.377853,16.757398,8.176949,1.834043,0.57815,0.624923,0.070706,0.16276,0.017725,0.771683,0.11102,0.026805,0.005957,0.096647,0.135783,0.707107,729.0,26244,144,0.043917,0.006949,3.689296,146.682967,24.730795,37.905968,ORB_fallback,294,133.109482,74.134155,0.00016,40.18022
0041_image1196.jpg,success,224,224,1.0,3,96.866348,76.563454,86.219131,62.002293,72.54483,65.873306,104.148872,100.497406,97.659897,39.863107,21.942099,2.980313,1.105521,0.522681,0.0997,0.109721,0.015528,0.930803,0.03833,0.01228,0.003621,0.103884,0.13033,0.697467,729.0,26244,209,0.061215,0.00983,6.929969,177.534447,23.491589,38.678352,ORB_fallback,383,137.93219,73.957047,0.000449,43.382349
0042_image10047.jpg,success,224,224,1.0,3,164.813751,153.940033,145.405548,52.94986,58.659592,64.627136,35.892719,44.444496,165.880402,45.196022,21.146136,3.722496,1.077986,0.393437,0.077625,0.053175,0.008361,0.890449,0.05121,0.002898,0.00096,0.119176,0.116511,0.760754,729.0,26244,331,0.059327,0.009477,5.455956,161.219862,25.319086,37.50967,ORB_fallback,415,137.240204,74.302338,0.000495,45.513275
0043_image1052.jpg,success,224,224,1.0,3,173.578964,173.526581,175.18425,40.042301,41.811409,43.928604,70.441643,7.057558,176.264862,8.046364,4.548906,1.054109,0.38261,0.717824,0.07253,0.130451,0.014816,0.962738,0.021024,0.017237,0.003983,0.119377,0.116305,0.702221,729.0,26244,82,0.038366,0.009676,7.611163,186.216772,23.992092,38.368484,ORB_fallback,247,139.722412,73.780411,0.000167,43.771638
0044_image10319.jpg,success,224,224,1.0,3,174.378571,170.472733,168.288956,97.99295,100.741409,101.780296,32.240612,26.797712,175.65834,66.29805,35.64485,3.030552,1.007684,0.702746,0.039493,0.516724,0.00582,0.946162,0.028893,0.267037,0.006024,0.064193,0.126785,1.0,530.0,26244,275,0.079838,0.007593,6.573074,169.344528,26.287415,36.839916,ORB_fallback,438,126.41674,74.429611,0.001464,47.250247
0045_image0828.jpg,success,224,224,1.0,3,179.709702,178.903717,172.034622,49.733299,51.25666,52.580944,32.464424,15.384008,180.884827,31.440109,14.272098,2.744609,0.784026,0.532916,0.072402,0.102751,0.010524,0.902727,0.044141,0.010669,0.002228,0.10895,0.126126,0.701545,729.0,26244,247,0.050918,0.010194,6.898544,205.123743,26.854788,36.424858,ORB_fallback,368,138.06955,74.106133,0.000325,43.283923
0046_image1156.jpg,success,224,224,1.0,3,120.242683,117.857758,110.144691,32.333958,31.414873,33.656776,56.8634,40.379444,125.150528,9.922255,4.714821,1.391228,0.422058,0.669743,0.063524,0.126564,0.012887,0.917574,0.039158,0.016185,0.003339,0.110765,0.124535,0.648099,729.0,26244,166,0.036298,0.008981,5.061801,162.123942,24.901497,37.788525,ORB_fallback,372,138.699097,74.508316,9e-05,44.271369
0047_image10479.jpg,success,224,224,1.0,3,154.508011,145.667816,133.382675,84.90554,87.398132,84.901009,21.162807,49.817223,154.578232,41.956254,19.422898,2.767081,0.811989,0.586857,0.06307,0.139514,0.008007,0.954974,0.02081,0.019528,0.00226,0.098223,0.134506,1.0,728.0,26244,165,0.046028,0.011028,7.441252,211.066482,24.553362,38.014591,ORB_fallback,380,141.050491,74.663383,0.000226,43.834233
0048_image10126.jpg,success,224,224,1.0,3,137.330551,131.002106,125.372169,52.541519,51.589573,54.802505,58.382614,38.66151,139.867233,29.27894,13.681535,3.01211,0.821313,0.428598,0.07042,0.06373,0.008051,0.912667,0.040837,0.004126,0.001072,0.122373,0.113149,0.707107,729.0,26244,275,0.046661,0.007574,4.834859,158.407045,24.737473,37.897556,ORB_fallback,343,136.926208,74.289322,0.000129,41.931102
0049_image0321.jpg,success,224,224,1.0,3,157.580215,150.657944,140.979675,49.152534,53.165577,55.043015,29.423191,40.979851,160.851898,43.922022,18.233401,3.482077,0.886265,0.458293,0.062931,0.063913,0.007794,0.866858,0.055661,0.004146,0.001036,0.11958,0.116096,0.693184,729.0,26244,392,0.051408,0.007753,4.32302,151.03115,25.737085,37.227638,ORB_fallback,431,131.485138,73.560303,0.000239,46.800626
0050_image1076.jpg,success,224,224,1.0,3,108.957726,111.075134,118.347275,71.909737,69.910759,63.053913,81.347359,45.638134,119.905815,44.11667,26.380916,3.133272,1.106372,0.482075,0.085467,0.074878,0.009723,0.926785,0.0439,0.005701,0.001533,0.115329,0.12032,0.69209,729.0,26244,261,0.064332,0.010908,6.107802,184.406756,24.686573,37.931648,ORB_fallback,373,133.344833,73.793427,0.000273,42.823196
0051_image0451.jpg,success,224,224,1.0,3,143.752686,136.121094,129.011826,65.35923,65.336273,64.69709,29.433773,45.994938,146.511703,87.623933,33.646069,4.947891,1.155276,0.422802,0.063498,0.06149,0.006482,0.834151,0.063508,0.003823,0.000823,0.111931,0.123488,0.694385,729.0,26244,374,0.067954,0.009261,6.402408,195.476239,25.943098,37.085361,ORB_fallback,410,128.959229,73.277214,0.001136,45.052351
0052_image0727.jpg,success,224,224,1.0,3,182.820312,166.825577,144.074463,31.461351,35.236267,40.513824,19.488441,58.226704,182.821182,20.873593,10.335567,1.733537,0.535505,0.663709,0.087259,0.207481,0.01909,0.858261,0.069873,0.043413,0.00819,0.092745,0.137512,1.0,722.0,26244,152,0.063031,0.009932,4.354293,196.839153,26.306383,36.831856,ORB_fallback,424,139.99234,73.323524,0.000785,46.615119
0053_image0981.jpg,success,224,224,1.0,3,203.009872,201.384689,194.009521,54.808556,53.706734,58.024502,42.004425,25.622828,206.706848,50.743731,30.412656,3.432484,1.360948,0.547439,0.086154,0.171611,0.011087,0.859568,0.084859,0.029573,0.003889,0.094598,0.137219,1.0,729.0,26244,297,0.053895,0.008148,3.371179,174.281234,24.60293,37.982365,ORB_fallback,298,135.85791,73.549026,0.000335,41.080753
0054_image1173.jpg,success,224,224,1.0,3,157.101181,151.917145,141.464661,63.895977,62.808254,68.607246,40.008492,46.101025,159.281143,39.498259,19.45873,2.726869,0.835801,0.549466,0.071797,0.075949,0.009238,0.921434,0.038773,0.005854,0.001444,0.107827,0.127087,0.697948,729.0,26244,183,0.055207,0.010085,5.427554,173.700905,23.72225,38.538223,ORB_fallback,222,141.509003,73.969055,0.000199,39.43496
0055_image10012.jpg,success,224,224,1.0,3,176.534363,159.178192,151.70369,72.29731,80.194359,82.034645,35.270866,52.830814,176.931305,53.6817,23.741877,3.589572,1.046523,0.501847,0.069114,0.153274,0.006713,0.928195,0.031643,0.023538,0.002087,0.097337,0.133447,1.0,716.0,26244,268,0.062435,0.007146,9.855254,177.084588,23.592205,38.620647,ORB_fallback,408,139.570312,74.445038,0.000723,45.090435
0056_image0851.jpg,success,224,224,1.0,3,87.713348,72.520607,68.418388,43.685555,36.99044,38.070766,56.381916,69.261002,90.852921,17.620764,8.599281,1.864693,0.564219,0.597281,0.072976,0.150617,0.014897,0.902581,0.047427,0.022907,0.004677,0.1101,0.124206,1.0,723.0,26244,159,0.046335,0.015662,6.00624,170.183195,24.098417,38.30706,ORB_fallback,255,125.255882,75.861557,0.000487,43.168155
0057_image0068.jpg,success,224,224,1.0,3,216.712952,211.107285,207.952011,46.893604,52.395409,55.228344,33.064514,16.370157,216.905197,32.301367,15.459038,2.449013,0.683029,0.586253,0.05729,0.243534,0.012839,0.900628,0.047516,0.059474,0.006323,0.103627,0.130388,1.0,728.0,26244,258,0.070551,0.011481,4.280738,162.810481,25.52474,37.372372,ORB_fallback,401,141.603729,72.960388,0.000734,44.620772
0058_image10179.jpg,success,224,224,1.0,3,146.552414,138.235611,132.94136,57.735218,61.032398,61.452919,15.871014,30.717913,146.615311,47.159343,20.816762,3.898326,1.089093,0.38925,0.082596,0.05296,0.009061,0.89501,0.046385,0.002887,0.001016,0.109731,0.125447,0.670522,729.0,26244,312,0.057604,0.008812,6.406637,185.96749,24.894281,37.795971,ORB_fallback,416,137.957779,74.292023,0.000479,45.787085
0059_image1084.jpg,success,224,224,1.0,3,130.213745,133.862305,120.579895,59.38776,56.703548,52.114872,54.704201,43.794861,137.090179,39.901517,17.97406,3.164522,0.81818,0.478318,0.06013,0.07655,0.008236,0.900463,0.044769,0.005928,0.001318,0.126696,0.108286,0.702675,729.0,26244,221,0.059727,0.010696,5.393654,148.729079,23.402431,38.737621,ORB_fallback,381,144.452423,74.763916,0.000495,43.442485
0060_image0926.jpg,success,224,224,1.0,3,143.335327,121.199097,102.542313,63.059994,58.528538,56.960777,14.634268,82.584305,143.696793,69.919675,28.056022,4.554151,1.140303,0.381415,0.063948,0.052702,0.005968,0.840846,0.063891,0.002813,0.000648,0.12306,0.112401,0.665602,729.0,26244,425,0.075976,0.009859,3.944026,165.560842,26.409981,36.759441,ORB_fallback,416,136.304688,74.227882,0.00185,45.447134
0061_image1018.jpg,success,224,224,1.0,3,190.599747,184.098373,177.888657,29.725094,36.426289,45.172436,17.850067,22.593988,191.204208,45.174358,21.461118,2.680339,0.962494,0.739885,0.051421,0.653899,0.007006,0.707696,0.137963,0.427633,0.009176,0.04699,0.121128,1.0,443.0,26244,96,0.050641,0.009028,3.701811,174.057815,25.466879,37.408566,ORB_fallback,341,130.115921,74.521889,0.000523,41.070903
